Address,Type,Return,Description,Progress
$8CB5DD,Code,RTS,,
$8CB5E6,Code,RTS,,
$8CB5EF,Code,RTS,,
$8CB5FC,Code,RTS,,
$8CB603,Code,RTS,,
$8CB62A,Code,RTS,,
$8CB647,Code,RTS,,
$8CB677,Code,RTS,,
$8CB6A7,Code,RTS,,
$8CB6E4,Code,RTS,,
$8CB6F5,Code,RTS,,
$8CB706,Code,RTS,,
$8CB727,Code,RTS,,
$8CB742,Code,RTS,,
$8CB746,Code,RTS,,
$8CB809,Code,RTS,,
$8CB82B,Code,RTS,,
$8CB873,Code,RTS,,
$8CB881,Code,RTS,,
$8CB88D,Code,RTS,,
$8CB94E,Code,RTS,,
$8CBA45,Code,RTS,,
$8CBA6D,Code,RTS,,
$8CBBCC,Code,RTS,,
$8CBBFB,Code,RTS,,
$8CBC05,Code,RTS,,
$8CBFB1,Code,RTS,,
$8CC02E,Code,RTS,,
$8CC074,Code,RTS,,
$8CC08E,Code,RTS,,
$8CC0A4,Code,RTS,,
$8CC0AE,Code,RTS,,
$8CC0B8,Code,RTS,,
$8CC0C0,Code,RTS,,
$8CC0E9,Code,RTS,,
$8CC110,Code,RTS,,
$8CC32D,Code,RTL,,
$8CC50D,Code,RTL,,
$8CCB1D,Code,RTL,,
$8CCB58,Code,RTL,,
$8CCB64,Code,RTL,,
$8CD110,Code,RTL,,
$8CD680,Code,RTS,,
$8CD7CB,Code,RTL,,
$8CD7DA,Code,RTL,,
$8CD8EA,Code,RTL,,
$8CDA3C,Code,RTL,,
$8CDA5B,Code,RTL,,
$8CDB0D,Code,RTL,,
$8CDDB4,Code,RTL,,
$8CDDC6,Code,RTL,,
$8CDE00,Code,RTL,,
$8CDE76,Code,RTL,,
$8CDEE9,Code,RTL,,
$8CDF08,Code,RTL,,
$8CE15A,Code,RTL,,
$8CE20D,Code,RTL,,
$8CE2F8,Code,RTS,,
$8CE325,Code,RTS,,
$8CE4B3,Code,RTS,,
$8CE4E5,Code,RTS,,
$8CE5D2,Code,RTS,,
$8CE666,Code,RTS,,
$8CEB3C,Code,RTL,,
$8CEBD7,Code,RTS,,
$8CECD8,Code,RTL,,
$8CED33,Code,RTL,,
$8CED98,Code,RTS,,
$8CEF4E,Code,RTS,,
$8CF3B8,Code,RTL,,
$8CF3DA,Code,RTL,,
$8CF3FB,Code,RTL,,
$8CF410,Code,RTL,,
$8CF418,Code,RTL,,
$8CF43E,Code,RTS,,
$8CF52C,Code,RTL,,
$8CF6BE,Code,RTL,,
$8CF6D1,Code,RTL,,
$8CF7F2,Code,RTL,,
$8CF881,Code,RTS,,
$8CF98E,Code,RTL,,
$8CF9C3,Code,RTL,,
$8CF9D2,Code,RTL,,
$8CF9DB,Code,RTL,,
$8CF9EB,Code,RTL,,
$8CFA0A,Code,RTL,,
$8CFA29,Code,RTL,,
$8CFA30,Code,RTL,,
$8CFA37,Code,RTL,,
$8CFA3F,Code,RTL,,
$8CFA51,Code,RTL,,
$8CFA7A,Code,RTL,,
$8CFAD9,Code,RTL,,
$8CFAE6,Code,RTL,,
$8CFAF3,Code,RTL,,
$8CFBAE,Code,RTL,,
$8CFBB6,Code,RTL,,
$8CFBBE,Code,RTL,,
$8CFBC6,Code,RTL,,
$8CFBCE,Code,RTL,,
$8CFBD6,Code,RTL,,
$8CFBDC,Code,RTL,,
$8CFC16,Code,RTL,,
$8CFC32,Code,RTL,,
$8CFC44,Code,RTL,,
$8CFC49,Code,RTL,,
$8CFC54,Code,RTL,,
$8CFC64,Code,RTL,,
$8CFC6F,Code,RTL,,
$8CFC76,Code,RTL,,
$8CFC9E,Code,RTL,,
$8CFCA5,Code,RTL,,
$8CFCB4,Code,RTL,,
$8CFCD0,Code,RTL,,
$8CFCF0,Code,RTL,,
$8CFCF1,Code,RTL,,
$8CFD0B,Code,RTL,,
$8CFD3F,Code,RTL,,
$8CFD59,Code,RTL,,
$8CFD61,Code,RTL,,
$8CFD63,Code,RTL,,
$8CFD78,Code,RTL,,
$8CFD7A,Code,RTL,,
$8CFD84,Code,RTL,,
$8CFD8F,Code,RTL,,
$8CFDB0,Code,RTL,,
$8CFDBB,Code,RTL,,
$8CFDCC,Code,RTL,,
$8CFE04,Code,RTL,,
$8CFE19,Code,RTL,,
$8CFE29,Code,RTL,,
$8CFE36,Code,RTL,,
$8CFE4B,Code,RTL,,
$8CFE8B,Code,RTL,,
$8CFEAB,Code,RTL,,
$8CFEF6,Code,RTL,,
$8CFF0C,Code,RTL,,
$8CFF15,Code,RTL,,
$8CFF1E,Code,RTL,,
$8D8000,?,?,,
$8D8121,Code,RTS,,
$8D813E,Code,RTS,,
$8D815D,Code,RTS,,
$8D8273,Code,RTS,,
$8D828D,Code,RTL,,
$8D832C,Code,RTS,,
$8D83B5,Code,RTS,,
$8D86BD,Code,RTS,,
$8D882B,Code,RTL,,
$8D8B36,Code,RTS,,
$8D8CD6,Code,RTS,,
$8D8D53,Code,RTS,,
$8D8DBE,Code,RTS,,
$8D8EB4,Code,RTS,,
$8D8FE8,Code,RTS,,
$8D91E0,Code,RTS,,
$8D94E8,Code,RTS,,
$8D957E,Code,RTL,,
$8D967B,Code,RTS,,
$8D969C,Code,RTS,,
$8D972D,Code,RTS,,
$8D974B,Code,RTS,,
$8D9756,Code,RTS,,
$8D9A5C,Code,RTS,,
$8D9AD2,Code,RTS,,
$8D9AFB,Code,RTS,,
$8D9CA5,Code,RTS,,
$8D9CAE,Code,RTS,,
$8D9CB5,Code,RTS,,
$8D9D63,Code,RTS,,
$8D9D79,Code,RTS,,
$8D9DD2,Code,RTS,,
$8D9DE7,Code,RTS,,
$8D9DF7,Code,RTS,,
$8D9E04,Code,RTS,,
$8D9E25,Code,RTS,,
$8D9E34,Code,RTS,,
$8D9E42,Code,RTL,,
$8D9E49,Code,RTL,,
$8D9E72,Code,RTL,,
$8DA0A8,Code,RTS,,
$8DA17E,Code,RTL,,
$8DA185,Code,RTL,,
$8DA18A,Code,RTL,,
$8DA1B6,Code,RTL,,
$8DA207,Code,RTS,,
$8DA2AC,Code,RTS,,
$8DA38A,Code,RTS,,
$8DA3B7,Code,RTS,,
$8DA45B,Code,RTS,,
$8DA511,Code,RTS,,
$8DA568,Code,RTS,,
$8DA5A4,Code,RTL,,
$8DA5BD,Code,RTS,,
$8DA7D1,Code,RTS,,
$8DA9E3,Code,RTS,,
$8DAD8F,Code,RTS,,
$8DAEE8,Code,RTS,,
$8DB150,Code,RTL,,
$8DB2D7,Code,RTS,,
$8DB86B,Code,RTS,,
$8DB8E3,Code,RTS,,
$8DB90A,Code,RTS,,
$8DBA35,Code,RTL,,
$8DBB16,Code,RTS,,
$8DBC2B,Code,RTL,,
$8DBD06,Code,RTL,,
$8DBF93,Code,RTS,,
$8DBFEB,Code,RTL,,
$8DC048,Code,RTL,,
$8DC508,Code,RTL,,
$8DC514,Code,RTL,,
$8DC60D,Code,RTL,,
$8DC621,Code,RTL,,
$8DC6F7,Code,RTL,,
$8DC757,Code,RTS,,
$8DC7A4,Code,RTL,,
$8DC81D,Code,RTL,,
$8DC8DD,Code,RTL,,
$8DC8F0,Code,RTL,,
$8DC9B3,Code,RTS,,
$8DC9D5,Code,RTL,,
$8DCA78,Code,RTL,,
$8DCB53,Code,RTL,,
$8DCB71,Code,RTL,,
$8DCBAF,Code,RTL,,
$8DCBFF,Code,RTL,,
$8DCC2D,Code,RTL,,
$8DCC4A,Code,RTL,,
$8DCC92,Code,RTL,,
$8DCCA7,Code,RTL,,
$8DCCBA,Code,RTL,,
$8DCF1E,Code,RTS,,
$8DCF50,Code,RTS,,
$8DCFC8,Code,RTL,,
$8DCFF9,Code,RTS,,
$8DD015,Code,RTL,,
$8DD022,Code,RTL,,
$8DD034,Code,RTL,,
$8DD064,Code,RTL,,
$8DD0DD,Code,RTS,,
$8DD0FA,Code,RTL,,
$8DD139,Code,RTL,,
$8DD154,Code,RTS,,
$8DD161,Code,RTL,,
$8DD196,Code,RTL,,
$8DD2E7,Code,RTS,,
$8DD30A,Code,RTS,,
$8DD3ED,Code,RTL,,
$8DD53A,Code,RTS,,
$8DE009,Code,RTL,,
$8DE031,Code,RTL,,
$8DE059,Code,RTS,,
$8DE06C,Code,RTS,,
$8DE07B,Code,RTS,,
$8DE085,Code,RTS,,
$8DE09C,Code,RTS,,
$8DE0BB,Code,RTS,,
$8DE0CC,Code,RTL,,
$8DE30A,Code,RTS,,
$8DE441,Code,RTS,,
$8DE45A,Code,RTS,,
$8DE467,Code,RTS,,
$8DE4E6,Code,RTS,,
$8DE51D,Code,RTS,,
$8DE52E,Code,RTL,,
$8DE6CD,Code,RTS,,
$8DE72D,Code,RTS,,
$8DE74A,Code,RTS,,
$8DE776,Code,RTS,,
$8DE7D5,Code,RTL,,
$8DE8D0,Code,RTS,,
$8DEA00,Code,RTL,,
$8DEA25,Code,RTS,,
$8DEA3E,Code,RTL,,
$8DEA6D,Code,RTL,,
$8DEAB6,Code,RTS,,
$8DEBA2,Code,RTS,,
$8DEC03,Code,RTS,,
$8DED85,Code,RTS,,
$8DEDEB,Code,RTS,,
$8DEEA6,Code,RTS,,
$8DEF3D,Code,RTS,,
$8DF05C,Code,RTS,,
$8DF603,Code,RTS,,
$8DF620,Code,RTS,,
$8DF63E,Code,RTS,,
$8DF669,Code,RTS,,
$8DF75D,Code,RTS,,
$8DFA57,Code,RTS,,
$8DFB9E,Code,RTS,,
$8DFBEE,Code,RTS,,
$8DFBF5,Code,RTS,,
$8DFC25,Code,RTS,,
$8DFC3B,Code,RTS,,
$8DFC64,Code,RTS,,
$8DFC76,Code,RTS,,
$8DFC7F,Code,RTS,,
$8DFC8F,Code,RTS,,
$8DFCAC,Code,RTS,,
$8DFD2C,Code,RTS,,
$8DFDC7,Code,RTS,,
$8DFE2F,Code,RTS,,
$8DFE7D,Code,RTL,,
$8DFEF7,Code,RTS,,
$8DFF18,Code,RTS,,
$8DFF29,Code,RTL,,
$8DFF34,Code,RTL,,
$8E8000,?,?,,
$8EFE80,Code,RTL,,
$8EFE90,Code,RTL,,
$8EFEA0,Code,RTS,,
$8EFEB8,Code,RTS,,
$8EFED4,Code,RTS,,
$8EFEE7,Code,RTS,,
$8EFEFA,Code,RTS,,
$8EFF09,Code,RTS,,
$8EFF1C,Code,RTS,,
$8EFF34,Code,RTS,,
$8EFF50,Code,RTS,,
$8EFF63,Code,RTS,,
$8EFF76,Code,RTS,,
$8EFF85,Code,RTS,,
$8EFF98,Code,RTL,,
$8F8000,?,?,,
$8FFE12,Code,RTL,,
$8FFEF2,Code,RTL,,
$908000,?,?,,
$918000,?,?,,
$928000,?,?,,
$92FD40,Code,RTL,,
$92FE36,Code,RTL,,
$92FE50,Code,RTL,,
$92FE5E,Code,RTL,,
$92FEC5,Code,RTL,,
$92FEE5,Code,RTL,,
$92FF78,Code,RTS,,
$92FF7F,Code,RTS,,
$92FF9A,Code,RTL,,
$92FFB6,Code,RTS,,
$92FFD7,Code,RTL,,
$92FFDE,Code,RTS,,
$938000,?,?,,
$948000,?,?,,
$958000,?,?,,
$968000,?,?,,
$96FB43,Code,RTL,,
$96FB5D,Code,RTL,,
$96FB63,Code,RTL,,
$96FB90,Code,RTL,,
$96FBA9,Code,RTL,,
$96FBB1,Code,RTL,,
$96FBB9,Code,RTL,,
$96FC0C,Code,RTL,,
$96FC35,Code,RTL,,
$96FC49,Code,RTL,,
$96FD00,Code,RTL,,
$96FDE2,Code,RTL,,
$96FE03,Code,RTL,,
$96FE20,Code,RTL,,
$96FEAF,Code,RTL,,
$96FEC2,Code,RTS,,
$96FF15,Code,RTL,,
$978000,?,?,,
$97FC80,Code,RTL,,
$97FD36,Code,RTL,,
$97FDB9,Code,RTL,,
$97FE46,Code,RTL,,
$97FEB7,Code,RTL,,
$97FEE1,Code,RTL,,
$97FEE4,Code,RTL,,
$97FF37,Code,RTL,,
$988000,?,?,,
$98FEFA,Code,RTS,,
$98FF18,Code,RTL,,
$998000,?,?,,
$9A8000,?,?,,
$9B8000,?,?,,
$9BFEC0,Code,RTL,,
$9BFF1E,Code,RTL,,
$9C8000,?,?,,
$9CFDA1,Code,RTS,,
$9CFDAC,Code,RTS,,
$9CFF0F,Code,RTL,,
$9CFF1C,Code,RTL,,
$9CFF27,Code,RTL,,
$9CFF2F,Code,RTL,,
$9CFF3A,Code,RTL,,
$9CFF5F,Code,RTL,,
$9CFFA9,Code,RTL,,
$9D8000,?,?,,
$9E8000,?,?,,
$9F8000,?,?,,
$A08000,?,?,,
$A0EFD6,Code,RTS,,
$A0F0BB,Code,RTS,,
$A0F0C2,Code,RTS,,
$A0F2BA,Code,RTS,,
$A0F601,Code,RTS,,
$A0F63C,Code,RTS,,
$A0F648,Code,RTS,,
$A0F67A,Code,RTL,,
$A0F718,Code,RTL,,
$A0F7A3,Code,RTS,,
$A0F821,Code,RTS,,
$A0F887,Code,RTL,,
$A0F92E,Code,RTL,,
$A0F9E7,Code,RTL,,
$A0FA2A,Code,RTS,,
$A0FA43,Code,RTL,,
$A0FA96,Code,RTS,,
$A0FAB2,Code,RTS,,
$A18000,?,?,,
$A28000,?,?,,
$A38000,?,?,,
$A48000,?,?,,
$A58000,?,?,,
$A68000,?,?,,
$A78000,?,?,,
$A88000,?,?,,
$A8FC80,Code,RTL,,
$A8FCB4,Code,RTS,,
$A98000,?,?,,
$AA8000,?,?,,
$AB8000,?,?,,
$AC8000,?,?,,
$AD8000,?,?,,
$AE8000,?,?,,
$AF8000,?,?,,
$B08000,?,?,,
$B18000,?,?,,
$B28000,?,?,,
$B38000,?,?,,
$B3FC10,Code,RTL,,
$B3FD21,Code,RTL,,
$B3FD40,Code,RTL,,
$B3FDE5,Code,RTL,,
$B3FE44,Code,RTL,,
$B3FE45,Code,RTL,,
$B3FE71,Code,RTL,,
$B3FE7D,Code,RTL,,
$B48000,?,?,,
$B58000,?,?,,
$B68000,?,?,,
$B78000,?,?,,
$B88000,?,?,,
$B98000,?,?,,
$BA8000,?,?,,
$BB8000,?,?,,
$BC8000,?,?,,
$BD8000,?,?,,
$BE8000,?,?,,
$BF8000,?,?,,
